address,name,online_order,book_table,rate,votes,phone,location,rest_type,cuisines,approx_cost(for two people),menu_item,listed_in(type),listed_in(city)
"572, 30th Main, 3rd Stage, Banashankari, Bangalore",My Tea House,Yes,Yes,NEW,0,080 49652475,Banashankari,Casual Dining,"Continental, Asian, North Indian, Tea",500,"['Butter Beer', 'Yakisoba', 'Sev Puri', 'Masala Tea', 'Coffee']",Dine-out,Banashankari
"1431, 22nd Cross, Near BDA Complex, 2nd Stage, Banashankari, Bangalore",Jcubez,No,Yes,3.8/5,977,"+91 9740425235
+91 8746006497",Banashankari,Lounge,Finger Food,"1,300","['Chole', 'Hush Puppies', 'Beer', 'Dj', 'Watermelon Martini']",Dine-out,Banashankari
"309, Outer Ring Road, Kathriguppe 4th Phase, Gururaja Layout, Banashankari, Bengaluru",Ferment,No,No,NEW,0,+91 9916896096,Banashankari,"Casual Dining, Bar",Continental,"1,000","['Kulfi', 'Pizza', 'Coffee', 'Pasta', 'Beer']",Dine-out,Banashankari
"14, 2nd Floor, Panchanjanya Tower, Phase III, 3rd Stage, 100 Feet Road, Banashankari, Bangalore",Chung Wah,Yes,No,3.9/5,519,"080 41553388
+91 8041604095",Banashankari,Casual Dining,"Chinese, Momos, Thai, Vietnamese",900,"['Chicken Manchow Soup', 'Jumbo Prawns', 'Momos', 'Pho', 'Phad Thai']",Dine-out,Banashankari
"488/1, 7th Main Road, 50 Feet Road, Hannumantha Nagar, Banashankari, Bangalore",Blue Wings Bar & Restaurant,No,No,3.7/5,43,+91 9845731913,Banashankari,"Bar, Casual Dining","North Indian, Chinese",700,"['Masala Chai', 'Noodles', 'Butter Naan', 'Cocktails', 'Mutton Biryani']",Dine-out,Banashankari
"39/3C, Banashankari, Bangalore",New Imperial Restaurant,No,No,3.7/5,39,080 26714439,Banashankari,Casual Dining,"North Indian, Chinese",450,"['Mutton Biryani', 'Corn Augratin', 'Beef Pickle', 'Biryani', 'Seekh Kebab']",Dine-out,Banashankari
"80 Feet Road, Bharath Housing Society Layout, Subramanyapura, 6th Stage, Banashankari",7 Hills Restaurant,No,No,,0,+91 9886457657,Banashankari,Casual Dining,"North Indian, South Indian",500,"['Naan', 'Crispy Babycorn', 'Shawarma', 'Badam Halwa', 'Panneer Butter Masala']",Dine-out,Banashankari
"715, Hari Complex, 22nd Cross KR Road, 2nd stage, Banashankari, Bangalore",Karavali Fish Center,No,No,3.4/5,10,+91 9742503736,Banashankari,Quick Bites,"Mangalorean, Chinese",300,"['Chicken Guntur', 'Anjal Tava Fry', 'Friendly Staff', 'Veg Thali', 'Momos']",Dine-out,Banashankari
"38/2, 1st Main, Mount Joy Extension, Hanumanthanagar, Girinagar, Banashankari, Bangalore",Iyer's Tiffin Centre,No,No,3.8/5,62,+91 9986669388,Banashankari,Quick Bites,"South Indian, Chinese",150,"['Chicken Biryani', 'Fish', 'Burgers', 'Andhra Chilli Chicken', 'Beer']",Dine-out,Banashankari
"2nd Floor, 980, 13th Cross, 2nd Stage, Banashankari, Bangalore",Kydz Adda,No,No,3.4/5,6,"+91 9686888222
080 26715959",Banashankari,Casual Dining,Continental,500,"['Coffee', 'Jalapeno Poppers', 'Pork Chops', 'Pasta', 'Peri Peri Chicken']",Dine-out,Banashankari
"24, 5th cross, 7th Main Road, Dwarkanagar, near Pesit College, Hosakerehalli, Bangalore, Banashankari",Food Box Cafe,No,No,3.6/5,36,"+91 9740485877
+91 9899157057",Banashankari,Casual Dining,"Mughlai, North Indian, Chinese",500,"['Chicken Biryani', 'Cocktails', 'Dal Tadka', 'Lassi', 'Sweet Lime']",Dine-out,Banashankari
"56, Outer Ring Road, Banashankari, Bangalore",Linnet Bar & Restaurant,No,No,,0,+91 9686666638,Banashankari,Bar,"Fast Food, Finger Food",500,"['Fries', 'Garlic Bread', 'Masala Lemonade', 'Nachos', 'Rooftop Ambience']",Dine-out,Banashankari
"173, 5th Main, Avalahalli Extension, Near Girinagar, Banashankari, Bangalore",Sri Ganesh Juice and Chats,No,No,3.5/5,18,+91 8892986722,Banashankari,"Beverage Shop, Quick Bites","Juices, Street Food",150,"['Veg Cheese Sandwich', 'Pav Bhaji', 'Fruit Lassi', 'Sev Puri', 'Sea Food']",Dine-out,Banashankari
"#9, 5th Cross, 7th Main, Dwaraka Nagar, Near PESIT College, Hosakerehalli, Banashankari 3rd Stage, Bangalore",Manifest Cafe,No,No,3.5/5,10,"+91 6362736421
+91 7979035318",Banashankari,Casual Dining,"South Indian, North Indian, Chinese",500,"['Masala Dosa', 'Dal Kichadi', 'Tea', 'Fries', 'Cocktails']",Dine-out,Banashankari
"186, 16th Main, 24th Cross, 2nd Stage, Banashankari, Bangalore",Beijing Bites,No,No,2.7/5,128,"080 42068388
080 42068488",Banashankari,Casual Dining,"Chinese, Thai",850,"['Cocktails', 'Noodles', 'Chilli Chicken', 'Khau Suey', 'Mocktails']",Dine-out,Banashankari
"43A, Next To Bus Stop, Kathriguppe Main Road, Vivekananda Nagar, 3rd Stage, Banashankari, Bangalore",Karavali Lunch Home,No,No,,0,+91 9886782041,Banashankari,Quick Bites,"South Indian, North Indian, Seafood, Mangalorean",400,"['Egg Curry', 'Veg Pulao', 'Thali', 'Biryani', 'Egg Ghee Roast']",Dine-out,Banashankari
"21st Main Road, Next to Deva Gowda Petrol Pump, Banashankari, Bangalore",Cafe Coffee Day,No,No,,0,+91 7483258004,Banashankari,Cafe,"Cafe, Fast Food",900,"['Burgers', 'Croissants', 'Chicken Roll', 'Tea', 'Biryani']",Dine-out,Banashankari
"Shop 9/1, Outer Ring Road, Veerabhadra Nagar, Banashankari, Bangalore",SLN Bar and Restaurant,No,No,,0,+91 9591197598,Banashankari,Casual Dining,"North Indian, Chinese",700,"['Singapore Noodles', 'Rolls', 'Tandoori Chicken', 'Panneer Butter Masala', 'Custard']",Dine-out,Banashankari
"111, 80 Feet Road, 1st Stage, Seetha Circle, Next To Vinayaka Hospital, Giri Nagari, Banashankari, Bangalore",Parijatha Paradise,Yes,No,NEW,0,"+91 9448893394
+91 9986102344",Banashankari,Casual Dining,"South Indian, North Indian, Fast Food, Chinese, Street Food",500,"['Beef Biryani', 'Gulab Jamun', 'Masala Dosa', 'Bamboo Chicken Biryani', 'Chaat']",Dine-out,Banashankari
"14, 100 Feet Ring Road, 6th Block, 3rd Stage, Banashankari, Bangalore",Pizza Hut,Yes,No,3.7/5,405,"080 39883988
080 26799999",Banashankari,Casual Dining,"Pizza, Fast Food",750,"['Chocolava', 'Cocktails', 'Waffles', 'Pizza', 'Wood Fire Pizza']",Dine-out,Banashankari
"115, 100 Feet Ring Road, Kathriguppe, Banashankari, Bangalore",Taaza Thindi,No,No,4.7/5,651,080 49510845,Banashankari,Quick Bites,South Indian,100,"['Neer Dosa', 'Buttermilk', 'Bhaji Dosa', 'Chicken Grill', 'Nachos']",Dine-out,Banashankari
"1 Stage, Girinagar, Banashankari, Bangalore",Kaapi Corner,No,No,NEW,0,+91 6364830744,Banashankari,Quick Bites,South Indian,100,"['Ghee Rice', 'Fish', 'Biryani', 'Masala Tea', 'Panipuri']",Dine-out,Banashankari
"187, 16th Main, 24th Cross, 2nd Stage, Banashankari, Bangalore",Sri Laxmi Venkateshwara Coffee Bar,No,No,4.4/5,343,+91 8971691805,Banashankari,Quick Bites,South Indian,100,"['Coffee', 'Tea', 'Masala Dosa', 'Dal Kichadi', 'Chaat']",Dine-out,Banashankari
"24 th cross, 15th Main Road, Siddanna Layout, Banashankari Stage II, Banashankari, Bangalore",Messy Bowl,No,No,3.8/5,70,+91 8553453196,Banashankari,Quick Bites,"Fast Food, Beverages",500,"['Samosa', 'Gulab Jamun', 'Corn Dog', 'Veggie Delight', 'Kulfi']",Dine-out,Banashankari
"520, Nagendra Block,Hanumanthnagar, 50 Feet Road, Near PES College, Bank Colony, 1st Stage, Banashankari, Bangalore",Chickpet Donne Biryani House,Yes,No,3.8/5,131,080 49652746,Banashankari,Quick Bites,Biryani,250,"['Gulab Jamun', 'Chole Bhature', 'Jumbo Chicken', 'Jal-jeera', 'Tandoori Chicken']",Dine-out,Banashankari
"6, 10th Main, Opposite Post Office, 2nd Block, SBM Colony, Banashankari, Bangalore",Brahmin Cafe,No,No,3.8/5,19,+91 9886949695,Banashankari,Quick Bites,South Indian,150,"['Jeera Rice', 'Biryani', 'Vada', 'Chicken Biryani', 'Elaneer Payasam']",Dine-out,Banashankari
"Hotel Mangala, 10th Main, Pipeline Road, Hanumanth Nagar, Banashankari, Bangalore",Hotel Mangala,No,No,3.9/5,88,+91 9480126092,Banashankari,Quick Bites,South Indian,250,"['Upma', 'Fish', 'Badam Halwa', 'Tea', 'Chicken Curry']",Dine-out,Banashankari
"2/B J P Road, Girinagar I Phase, Banashankari, Bangalore",Simple Thindies,No,No,3.5/5,8,+91 9845179532,Banashankari,Quick Bites,South Indian,200,"['Cheese Dosa', 'Palak Soup', 'Kharabath', 'Crispy Corn', 'Badam Milk']",Dine-out,Banashankari
"8, 1st Main, Mount Joy Road, Hanumanth Nagar, 2nd Stage, Banashankari, Bangalore",Rolls On Wheels,No,No,3.4/5,145,"+91 9071734121
+91 9071496800",Banashankari,Quick Bites,"Fast Food, Rolls, Momos",300,"['Rabri', 'Sweet Corn Soup', 'Shawarma', 'Chicken Manchurian', 'Potato Twister']",Dine-out,Banashankari
"76, 21st Main Road, 2nd Stage, Banashankari, Bangalore",SLV Swadishta,No,No,3.8/5,189,+91 9900166783,Banashankari,Quick Bites,South Indian,300,"['Tandoori Chicken', 'Rava Dosa', 'Kesari Bath', 'Vada', 'Dum Aloo']",Dine-out,Banashankari
"12/6, 80 Feet Road, 1st Stage, Srinivasnagar, Bank Colony, 1st Stage, Banashankari, Bangalore",New Sagar Fast Food,No,No,3.6/5,71,080 26917517,Banashankari,Quick Bites,"North Indian, South Indian",250,"['Vada', 'Lassi', 'Filter Coffee', 'Biryani', 'Kebab Platter']",Dine-out,Banashankari
"Near NU Hospital Padmanabha Nagar, Banashankari, Bangalore",Parama Ruchi,No,No,3.5/5,11,,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300,"['Chicken Biryani', 'Veg Sandwich', 'Chicken Curry', 'Chaat', 'Biryani']",Dine-out,Banashankari
"40, 4th Cross, 14th Main, Maruthi Circle, Hanumanth Nagar, Banashankari, Bangalore",Thrilok Restaurant,No,No,3.4/5,9,"+91 9448522042
+91 7760359915",Banashankari,Quick Bites,"Mangalorean, Seafood",350,"['Neer Dosa', 'Murgh Ghee Roast', 'Sandwiches', 'Dal Fry', 'Chicken Sukha']",Dine-out,Banashankari
"21/22, 24th Main 50 Feet Road, T block, Girinagar, Banashankari, Bangalore",Meat And Eat,No,No,3.5/5,12,,Banashankari,Quick Bites,"Fast Food, Burger",500,"['Salad', 'Burgers', 'Panipuri', 'Moo Burger', 'Veg Burger']",Dine-out,Banashankari
"86, Bairavi Colony, 4th Block, 6th Stage, Banashankari, Bangalore",Shri Guru Raghavendra Grand Veg,No,No,NEW,0,+91 9448475547,Banashankari,Quick Bites,"South Indian, North Indian, Chinese",400,"['Aloo Posto', 'Chicken Grill', 'Noodles', 'Vada', 'Seekh Kebab']",Dine-out,Banashankari
"2454, 17th E Cross, 9th Main, 2nd Stage, Banashankari, Bangalore",Pizza Stop,Yes,No,3.0/5,87,080 46640404,Banashankari,Quick Bites,"Pizza, Italian",600,"['Potato Skins', 'Rumali Roti', 'Chicken Soup', 'Club Sandwich', 'Pasta']",Dine-out,Banashankari
"Opposite SVC Bank, Mount Joy Road, Hanumanth Nagar, Banashankari, Bangalore",Hanumanthanagar Biryani Junction,No,No,3.5/5,17,,Banashankari,Quick Bites,South Indian,300,"['Pongal', 'Vada', 'Friendly Staff', 'Kokum Juice', 'Coffee']",Dine-out,Banashankari
"130, 3rd main, 4th Cross, Hanumanthanagar, Banashankari, Bangalore",SLV Refreshment,No,No,4.1/5,94,+91 9480243556,Banashankari,Quick Bites,South Indian,100,"['Pongal', 'Sandwiches', 'Vada', 'Omelette', 'Vada Sambar']",Dine-out,Banashankari
"240, 9th Main, Srinivasanagar, Banashankari, Bangalore",SVKP Daily Fresh,No,No,3.3/5,5,"+91 9986034581
+91 9243486889",Banashankari,Quick Bites,South Indian,350,"['Idli', 'Lunch Buffet', 'Raagi Dosa', 'Murgh Ghee Roast', 'Pongal']",Dine-out,Banashankari
"213, 13th Main, Srinagar, Banashankari, Bangalore",Srinagar Kabab Corner,No,No,3.4/5,10,+91 9740717892,Banashankari,Quick Bites,North Indian,250,"['Beer', 'Roti', 'Dal Tadka', 'Rice', 'Sweet Lassi']",Dine-out,Banashankari
"487, Kavery Complex, 2nd Main, Bank Colony Bus Stop, Srinivasnagar, Banashankari, Bangalore",Sri Venkateshwara Chat Centre,No,No,3.5/5,12,+91 7022362603,Banashankari,Quick Bites,Street Food,100,"['Sev Puri', 'Chole Bhature', 'Chaach', 'Jalebi', 'Masala Dosa']",Dine-out,Banashankari
"Opposite Avalahalli BDA Layout Bus Stop, 50 Feet Road, Muneshwaram, Banashankari, Bangalore",Vinay Bhel Corner,No,No,3.4/5,7,+91 9743435083,Banashankari,Quick Bites,Street Food,100,"['Puri Sabzi', 'Pav Bhaji', 'Idli', 'Thali', 'Fries']",Dine-out,Banashankari
"Number 106, 80 feet Road, Hosakerehalli Cross, NSK 3rd Stage, Banashankari, Bangalore",Roti Land,No,No,,0,"+91 9008333899
00 09964121712",Banashankari,Quick Bites,North Indian,200,"['Paneer Tikka', 'Vegetable Biryani', 'Mocktails', 'Tangdi Kabab', 'Chicken Guntur']",Dine-out,Banashankari
"1142, 22nd Cross, 30th Main, 3rd Stage, Banashankari, Bangalore",Nandi Chats and Juice,No,No,3.6/5,47,+91 9886344576,Banashankari,Quick Bites,Street Food,150,"['Rolls', 'Pav Bhaji', 'Cheese Vada Pav', 'Chaat', 'Mojito']",Dine-out,Banashankari
"3766, 9th Main Road, 2nd Stage, Banashankari, Bangalore",Yaarub Hotel,No,No,,0,+91 9880479761,Banashankari,Quick Bites,Biryani,250,"['Paneer Biryani', 'Hyderabadi Biryani', 'Gosht Dum Biryani', 'Vegetable Biryani', 'Tandoori Chicken']",Dine-out,Banashankari
"314, 25th Cross, 2nd Stage, Banashankari, Bangalore",Rotti Mane,No,No,,0,"+91 8748888899
+91 8748888899",Banashankari,Quick Bites,South Indian,100,"['Kesari Bath', 'Biryani', 'Masala Dosa', 'Paratha', 'Vada']",Dine-out,Banashankari
"2, 17th Main Road, 80feet Road, Srinivasnagar, Bank colony, BSK 1st, Stage, Banashankari, Bangalore",Karnataka Bhel House,No,No,,0,+91 9448606322,Banashankari,Quick Bites,Street Food,150,"['Fruit Salad', 'Chaat', 'Noodles', 'Vada', 'Veg Momos']",Dine-out,Banashankari
"39, 22nd Main Road, Stage II, Banashankari, Bangalore",The Coorg Kitchen,No,No,,0,+91 9741870186,Banashankari,Quick Bites,South Indian,400,"['Maggi', 'Coffee', 'Prompt Service', 'Paan Mojito', 'Gulab Jamun']",Dine-out,Banashankari
"35, 22nd Main Road, Opposite BDA Complex, 2nd Stage, Banashankari, Bangalore",Just Shawarma,Yes,No,3.8/5,66,"+91 9886488137
+91 7676764422",Banashankari,Quick Bites,Arabian,300,"['Whole Meat Shawarma', 'Fries', 'Shawarma', 'Mutton Biryani', 'French Fries']",Dine-out,Banashankari
"4, Gangamma Temple Street, Vidyapeeta, Banashankri, Bangalore",Aramane Donne Biryani,Yes,No,3.1/5,28,+91 6360738836,Banashankari,Quick Bites,Biryani,200,"['Jumbo Chicken Roll', 'Mutton Biryani', 'Chicken Biryani', 'Chicken Kebab', 'Chicken 65']",Dine-out,Banashankari
"85, PES College Road, Nagendra Block, Stage I, Banashankari, Bangalore",FOOD ADDA,No,No,3.2/5,4,+91 9741512524,Banashankari,Quick Bites,Fast Food,200,"['Salad', 'Baked Bread', 'Cheese Maggi', 'Mutton Keema', 'Almond Shake']",Dine-out,Banashankari
"56, 1st Floor, Muneshwara Block, 50 Feet Road, Girinagar, Banashankari, Bangalore",Hotel Nisarga,No,No,3.2/5,5,+91 9964592723,Banashankari,Quick Bites,"North Indian, South Indian",250,"['Paneer Bhurji', 'Lassi', 'Chicken Boneless Biryani', 'Kulcha', 'Jeera Rice']",Dine-out,Banashankari
"701, 2nd Cross, Ashok Nagar, 3rd Stage, Banashankari, Bangalore",Yo Roll Corner,No,No,3.0/5,27,"+91 9008719754
+91 8277336263",Banashankari,Quick Bites,"Street Food, Rolls",200,"['Burgers', 'Ginger Tea', 'Chicken Lollipop', 'Veggie Roll', 'Falafel Roll']",Dine-out,Banashankari
"106/729, 80 Feet Road, Hoskerehalli Cross, 3rd Stage, Banashankari, Bangalore",New Quality Dum Biryani,No,No,3.1/5,9,+91 9620015109,Banashankari,Quick Bites,Biryani,200,"['Chicken Grill', 'Kalmi Kebab', 'Chicken Biryani', 'Dum Biryani', 'Butter Naan']",Dine-out,Banashankari
"Shankarnag Circle SBM Colony 1st Stage, Banashankari Bangalore, Bengaluru",Sri Lakshmi Kabab Center,No,No,3.3/5,4,+91 9844797913,Banashankari,Quick Bites,Kebab,200,"['Biryani', 'Dum Biryani', 'Khichda', 'Donne Biryani', 'Paneer Biryani']",Dine-out,Banashankari
"2nd Floor, Sri Lakshmi Complex, Behind Avadhani Convention Hall, Near Vivekananda Statue Park, Girinagar, Banashankari, Bangalore",Cueferia A-Cafe,No,No,,0,+91 7899084266,Banashankari,Quick Bites,"North Indian, South Indian, Fast Food, Chinese, Italian",400,"['Pasta', 'Brownie', 'Thin Crust Pizza', 'Mocktails', 'Paratha']",Dine-out,Banashankari
"32, 6th Cross Dwarakanagar, PESIT College, Ring Road Hosakerehalli, Banashankari, Bangalore",Dtink Lab,No,No,NEW,0,+91 9108847717,Banashankari,Quick Bites,"Beverages, Sandwich",80,"['Veg Sandwich', 'Pizza', 'Chocolate Fudge', 'Sandwich', 'Pasta']",Dine-out,Banashankari
"487, 2nd Main Road S.B.M Colony, Banashankari, Bangalore",Shree Udupi South kitchen,No,No,NEW,0,+91 9986854276,Banashankari,Quick Bites,South Indian,150,"['Chicken Curry', 'Tea', 'Thali', 'Brain Fry', 'Idli']",Dine-out,Banashankari
"32, KK Plaza, 3rd Main Road, Near Canara Bank, Hanumanthnagar, Banashankari, Bangalore",Tasty Bites,No,No,3.7/5,21,+91 9844707533,Banashankari,Quick Bites,"Fast Food, Pizza",150,"['Chicken Wings', 'Peri Peri Chicken', 'Eggs Benedict', 'Biryani', 'Chaat']",Dine-out,Banashankari
"15/5, Near ITI Layout Bus Stop, Kathriguppe Main Road, 3rd Stage, Banashankari, Bangalore",Raams Chicken,No,No,3.6/5,22,+91 9743115498,Banashankari,Quick Bites,Andhra,300,"['Chicken Biryani', 'Hyderabadi Biryani', 'Mutton Chops', 'Rajugari Kodi Pulao', 'Chicken Chettinad']",Dine-out,Banashankari
"1632, 80 Ft Road, Srinivasnagar, Bank Colony, Banashankari, Bangalore",Panchami,No,No,3.0/5,15,+91 9986051988,Banashankari,Quick Bites,"North Indian, Chinese",300,"['Tandoori Chicken', 'Momos', 'Salads', 'Chilli Chicken', 'Fried Rice Chicken']",Dine-out,Banashankari
"124, Muneshwara, Block 1, 50 Feet Road, Girinagar, Banashankari, Bangalore",Bangalore Kabab Palace,No,No,,0,+91 7760933466,Banashankari,Quick Bites,"Andhra, Biryani",150,"['Fried Rice Chicken', 'Mutton Biryani', 'Biryani', 'Butter Naan', 'Egg Biryani']",Dine-out,Banashankari
"4, vivekananda Nagercoil, 43A Stop Banashankari, Bangalore",Quality Dum Biriyani,No,No,,0,+91 6360078209,Banashankari,Quick Bites,"Biryani, Kebab",150,"['Vegetable Biryani', 'Ambur Biryani', 'Donne Biryani', 'Lahori Chicken', 'Badam Phirni']",Dine-out,Banashankari
"86, 57th Cross, AVM Colony, 1 stage, Banashankari, Bangalore",Taja Coffee,No,No,,0,00 09980872210,Banashankari,Quick Bites,South Indian,150,"['Biryani', 'Mini Idlis', 'Peas Pulao', 'Pongal', 'Thatte Idli']",Dine-out,Banashankari
"3448, Hosakerehalli Cross Road, Banashankari 3rd Stage, Banashankari, Bengaluru",New Prakash Hotel,No,No,,0,+91 9972875814,Banashankari,Quick Bites,South Indian,250,"['Maggi', 'Upma', 'Afghan Chicken', 'Pancakes', 'Tea']",Dine-out,Banashankari
"80 Feet Road, 2nd Phase, 3rd Block, Banashankari 3rd Stage, Hoskerehalli Cross, Banashankari, Bangalore",Kings Court Daba,No,No,,0,+91 9035370717,Banashankari,Quick Bites,"Chinese, North Indian",450,"['Tea', 'Litti', 'Momos', 'Cocktails', 'Mutton Biryani']",Dine-out,Banashankari
"29, 4th Main Rd, Srinivasnagar, Banashankari, Bangalore",MM Tiffen Center,No,No,,0,+91 9164551923,Banashankari,Quick Bites,"South Indian, Fast Food",150,"['Chicken Biryani', 'Masala Dosa', 'Shawarma', 'Waffles', 'Pizza']",Dine-out,Banashankari
"166, Banashankari, Bangalore",Sri Raghavendra Prasanna Coffee Beans Club,No,No,NEW,0,080 26718077,Banashankari,Quick Bites,South Indian,150,"['Gulab Jamun', 'Idli', 'Mutton Keema Dosa', 'Friendly Staff', 'Caramel Coffee']",Dine-out,Banashankari
"Ashok Nagar, Banashankari Stage I, Banashankari, Bengaluru",Sri Balaji Tiffin Centre,No,No,NEW,0,+91 8709408123,Banashankari,Quick Bites,"South Indian, Chinese",300,"['Pork Curry', 'Tandoori Chicken', 'Coffee', 'Masala Dosa', 'Omelette']",Dine-out,Banashankari
"Chennammana Kere, Kathreguppe, Banashankari, Bangalore",Kavali,No,No,4.0/5,42,+91 9900998811,Banashankari,Quick Bites,"South Indian, Street Food",300,"['Kesari Bath', 'Tea', 'Chocolate Sizzler', 'Badami Holige', 'Fries']",Dine-out,Banashankari
"61, 1st Floor, KR Road, 7th Block, Jayanagar, Bangalore",Ranganna Military Hotel,No,No,4.2/5,725,080 43027346,Jayanagar,Quick Bites,"South Indian, Biryani",350,"['Chicken Biryani', 'Mushroom Biryani', 'Coffee', 'Masala Dosa', 'Dum Biryani']",Dine-out,Banashankari
"32, Gandhi Bazaar, Near Gandhi Bazaar Circle, Basavanagudi, Bangalore",Vidyarthi Bhavan,No,No,4.4/5,4460,080 26677588,Basavanagudi,Quick Bites,South Indian,150,"['French Fries', 'Bajji', 'Appam', 'Chicken Curry', 'Crispy Dosa']",Dine-out,Banashankari
"18, Gandhi Bazar Main Road, Roti Ghar, Basavanagudi, Bangalore",Bharjari Oota,No,No,3.9/5,153,080 26629734,Basavanagudi,Casual Dining,South Indian,350,"['Upma', 'Neer Dosa', 'Crispy Dosa', 'Chicken Biryani', 'Prawn']",Dine-out,Banashankari
"11/1, Satellite Bus Stand, New Guddadahalli, Mysore Road, Bangalore",Bridgeway,No,No,3.8/5,94,"080 26753339
+91 9740935746",Mysore Road,Casual Dining,"North Indian, Chinese",550,"['Thick Shakes', 'Masala Dosa', 'Dal Makhani', 'Thali', 'Chicken Noodle']",Dine-out,Banashankari
"31 South Park Hotel, 198, 2nd & 3rd Floor, Gandhi Bazaar Main Road, Basavanagudi, Bangalore",Soho Bar & Grill,No,No,2.7/5,377,"080 41609445
080 41609443",Basavanagudi,Pub,"North Indian, Chinese, Thai","1,100","['Chicken Gyoza', 'Sea Food', 'Penne Pasta', 'Pepper Chicken', 'Pinacolada']",Dine-out,Banashankari
"54, Bull Temple Road, Gavipuram Extn, Gavipuram Extention, Basavanagudi, Bangalore",Bhavani Restaurant,No,No,3.9/5,100,"+91 7349414217
080 43752748",Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",300,"['Masala Dosa', 'Lemon Chicken', 'Lunch Buffet', 'Burgers', 'Pizza Parantha']",Dine-out,Banashankari
"79/1 - 6, 5th Floor, Aishwarya Sampoorna Building, Vani Vilas Road, Basavanagudi, Bangalore",Zephyr,No,No,3.9/5,133,"+91 9632248392
080 41476255",Basavanagudi,Casual Dining,"Italian, Continental",650,"['Sandwiches', 'Pasta', 'Burgers', 'Nutella Waffle', 'Hot Dog']",Dine-out,Banashankari
"Near Katte Balaga, NR Colony, Basavanagudi, Bangalore",Hotel Dwarka,No,No,4.2/5,253,"080 25905217
+91 9886757366",Basavanagudi,Quick Bites,South Indian,250,"['Rice', 'Roti', 'Breakfast Buffet', 'Badam Milk', 'Mushroom Masala']",Dine-out,Banashankari
"26, D.V.G. Road, Gandhi Bazaar, Basavanagudi, Bangalore",Nisarga Garden Restaurant,No,No,3.4/5,51,+91 9448261574,Basavanagudi,Quick Bites,"South Indian, Chinese, Desserts, Beverages",350,"['Mocktails', 'Mutton Biryani', 'Brownie Delight', 'Chicken Thupka', 'Neer Dosa']",Dine-out,Banashankari
